language,fleurs_config,fleurs_lang_code,iso639_3,region_group,analysis_version,fleurs_revision,ud_revision,fleurs_n_utterances,fleurs_train_files,fleurs_downloaded_bytes,ud_status,ud_treebank,ud_downloaded_bytes,max_lag_characters,max_lag_rule,memory_cost_bits_char,word_rate_wps,syllable_rate_sps,speech_char_rate_cps,seconds_per_character,mean_duration_s,median_duration_s,estimated_syllable_total,syllable_estimator,locality_lambda_per_char,locality_lambda_per_s,locality_quality_status,locality_lambda_r2,locality_fit_rmse_bits,hilberg_alpha,hilberg_r2,hilberg_alpha_at_bound,locality_amplitude,n_decay_points,n_positive_information_points,decay_start_lag,decay_end_lag,decay_start_seconds,decay_end_seconds,decay_fit_method,lambda_q025,lambda_q975,lambda_bootstrap_n,lambda_bootstrap_method,n_words,n_word_types,mean_word_length_chars,median_word_length_chars,lexical_ttr,n_chars,mean_chars_per_utterance,H_original,H_order,H_structure,word_order_redundancy,word_structure_redundancy,word_order_redundancy_raw,word_structure_redundancy_raw,morphology_index,morphology_index_status,morphology_estimator_version,char_entropy_rate_bits,morphology_corpus_characters,morphology_character_definition,ud_n_sentences,ud_n_tokens,ud_morph_feature_density,ud_mean_feats_per_token,ud_dependency_direction_entropy_bits,ud_mean_dependency_distance,morphology_source,locality_estimator,locality_effective_train_chars,locality_effective_valid_chars,locality_eval_positions,locality_requested_train_chars,locality_requested_valid_chars,locality_target_unit,locality_train_valid_fraction,speech_time_source
Filipino,fil_ph,fil,fil,South/Southeast Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1757811255,no_matching_treebank,,0,20,standard_fixed_lag,7.245393727329117,1.7168232957400769,3.404930311742566,8.563547873570883,0.1167740304326708,14.625849999999998,14.16,59760.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.9085471645871492,7.780387139339136,identified,0.9386325626384642,0.0866222232448409,1.6802607247469632,0.054463435651646,False,3.7573002808904414,20,20,1.0,20.0,0.1167740304326708,2.335480608653417,nonlinear_exponential_least_squares_positive_prefix,5.744142833402636,10.161164063053976,120,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99991,19972,17021,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Dutch,nl_nl,nl,nld,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1761841308,loaded,nl_lassysmall,4245333,20,standard_fixed_lag,9.698439139185144,2.326519947096481,4.118725089619206,12.074566042598429,0.0828187113700031,9.31255,8.94,46027.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4848312366940707,5.854126786977227,identified,0.9765168895659718,0.044465213939492,1.452516868994893,-1.680391154505508,False,1.8749767644485584,20,20,1.0,20.0,0.0828187113700031,1.6563742274000623,nonlinear_exponential_least_squares_positive_prefix,5.260533952555985,6.375174659908438,96,parametric_residual_positive_prefix,56251.0,12042.0,5.395121864500187,4.0,0.2140761942009919,354732.0,70.9464,1.9004696720086505,2.2214501726687432,2.348252930775056,0.3209805006600927,0.4477832587664052,0.3209805006600927,0.4477832587664052,0.582471862487969,identified,koplenig_lz_longest_match_v6_ud_annotations,1.9004696720086505,359731.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,64619.0,0.5378913322706944,1.052523251675204,0.9833028823379332,3.330196749358426,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99997,19979,16864,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Swedish,sv_se,sv,swe,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1807088666,loaded,sv_talbanken,1244061,20,standard_fixed_lag,10.430284898202318,1.564900153609831,3.013459528076464,8.26212877624168,0.1210341822407281,12.4992,12.21,45199.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4522046920097251,3.736173398605055,identified,0.9817073662515338,0.038803720602643,1.4574153848401687,-2.538425849755072,False,1.7798001137369994,20,20,1.0,20.0,0.1210341822407281,2.420683644814564,nonlinear_exponential_least_squares_positive_prefix,3.192664776322585,4.014509900663006,137,parametric_residual_positive_prefix,59855.0,12642.0,5.403859326706207,4.0,0.2112104251942193,378988.0,87.83035921205098,2.007222489177515,2.235674175396858,2.5836063599771606,0.2284516862193428,0.5763838707996456,0.2284516862193428,0.5763838707996456,0.7161511016418065,identified,koplenig_lz_longest_match_v6_ud_annotations,2.007222489177515,383302.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,4315.0,66646.0,0.654322840080425,2.3019836149206254,0.976654291289871,3.2201472782403617,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99246,19994,16545,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Telugu,te_in,te,tel,South Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1807847353,loaded,te_mtg,139373,20,standard_fixed_lag,11.43827487075854,1.2640959009929886,1.2782202515071552,8.283831166483921,0.1207170909090909,12.44895,11.88,19095.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5724039481013141,4.74169766510011,identified,0.9894397158685954,0.043949282138995,1.6453989159252664,-1.6828344735130636,False,3.110936087819812,20,20,1.0,20.0,0.1207170909090909,2.414341818181818,nonlinear_exponential_least_squares_positive_prefix,4.359800220132166,5.040399467482693,136,parametric_residual_positive_prefix,3931.0,1732.0,5.728567794454337,5.0,0.4406003561434749,25399.0,24.16650808753568,2.007255255594396,2.155527587072223,2.809046451998344,0.1482723314778269,0.8017911964039479,0.1482723314778269,0.8017911964039479,0.8439342979427815,identified,koplenig_lz_longest_match_v6_ud_annotations,2.007255255594396,26449.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,1051.0,5082.0,0.0137741046831955,0.0137741046831955,0.9030492231702728,1.5229471595137682,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99239,19992,16378,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Korean,ko_kr,ko,kor,CJK,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1814793938,loaded,ko_kaist,11589787,10,low_resource_fixed_lag,10.290261754626004,1.1663343416301375,0.0002663928148529,3.653777250320005,0.2736893717077082,12.512849999999998,12.15,4.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6933363619501605,2.533296626113133,identified,0.9919733576162209,0.0597500883753162,1.354106300351316,0.629110768358722,False,4.437166651640935,10,10,1.0,10.0,0.2736893717077082,2.7368937170770824,nonlinear_exponential_least_squares_positive_prefix,2.232391066140945,2.664180820568332,161,parametric_residual_positive_prefix,51587.0,23179.0,3.0510981448814625,3.0,0.4493186267858181,203984.0,40.7968,3.4463890955349425,3.804586035756724,4.393518104860819,0.3581969402217817,0.9471290093258764,0.3581969402217817,0.9471290093258764,0.7255881258271853,identified,koplenig_lz_longest_match_v6_ud_annotations,3.4463890955349425,208983.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,57801.0,0.0,0.0,0.8150607405402649,2.284729455881517,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,43840,11023,8947,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Russian,ru_ru,ru,rus,Eastern Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1828177825,loaded,ru_taiga,29904735,20,standard_fixed_lag,9.727093908029124,1.689846069750619,1.703511594157691,10.2013139698794,0.0980265878447246,11.22045,10.5,22937.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5749451912687354,5.865196411604735,identified,0.971915631004774,0.0598408341063849,1.666516011445086,-2.023829952114524,False,2.5905444697754354,20,20,1.0,20.0,0.0980265878447246,1.960531756894493,nonlinear_exponential_least_squares_positive_prefix,5.317021633598223,6.694832336639628,121,parametric_residual_positive_prefix,52642.0,19748.0,5.377645226245203,5.0,0.3751377227308993,330732.0,66.1464,2.424676667372165,2.586405890345375,3.3386945750092587,0.1617292229732099,0.9140179076370938,0.1617292229732099,0.9140179076370938,0.8496586991763984,identified,koplenig_lz_longest_match_v6_ud_annotations,2.424676667372165,335731.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,64394.0,0.645991862595894,2.6372332826039693,0.9924824998486316,3.0796713472741355,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99966,19987,16811,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Spanish (Latin America),es_419,es,spa,Latin America / Caribbean,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1846159618,loaded,es_ancora,9199242,20,standard_fixed_lag,9.439125293034715,2.196224864334296,4.439310015536329,10.754288011896897,0.0929861650435392,11.274649999999998,10.92,60062.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5750128817879746,6.183854141298703,identified,0.9629770787248516,0.0607795650751032,1.4936806342662614,-1.123063063000711,False,2.297184985798995,20,20,1.0,20.0,0.0929861650435392,1.859723300870784,nonlinear_exponential_least_squares_positive_prefix,4.781432370485766,7.100541404059172,129,parametric_residual_positive_prefix,147551.0,21287.0,4.874084214949408,4.0,0.1442687613096488,861727.0,172.3454,1.8520117107548868,2.214402967775249,2.250533052313443,0.3623912570203627,0.398521341558556,0.3623912570203627,0.398521341558556,0.5237412842195477,identified,koplenig_lz_longest_match_v6_ud_annotations,1.8520117107548868,866726.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,170294.0,0.6952975442470081,1.826981573044265,0.9867214011307504,3.7110481929168633,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99999,19983,17055,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Luxembourgish,lb_lu,lb,ltz,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1874579331,no_matching_treebank,,0,20,standard_fixed_lag,9.77290916467103,1.752404788053046,3.113393413943632,9.448899288635271,0.1058324329059953,12.080066666666667,11.37,45132.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.49984317724139,4.722967841865365,identified,0.9808244827829552,0.0426830924275285,1.551877572964494,-2.312092093847365,False,2.034196406256635,20,20,1.0,20.0,0.1058324329059953,2.1166486581199075,nonlinear_exponential_least_squares_positive_prefix,4.053887326296547,5.079301527647332,128,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99978,19987,16842,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Kannada,kn_in,kn,kan,South Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1884413540,no_matching_treebank,,0,20,standard_fixed_lag,8.969437727357008,1.2638004349032437,1.2668976686863211,9.060505752466495,0.1103691148507659,12.91475,12.66,19634.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6317988976097205,5.724417546194863,identified,0.9986785499522092,0.0152544008385226,1.767004795239488,-0.739448286413739,False,3.280310878011576,20,20,1.0,20.0,0.1103691148507659,2.2073822970153185,nonlinear_exponential_least_squares_positive_prefix,,,21,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99981,19992,16909,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Turkish,tr_tr,tr,tur,Central Asia / Middle East / North Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1895046561,loaded,tr_penn,2708613,20,standard_fixed_lag,10.260936668155946,1.4284982847780452,3.393607882625342,9.0972897786425,0.1099228478296555,11.7186,11.22,47722.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4880924371056811,4.44031833911422,identified,0.9817881805574252,0.0431716253974865,1.5188603456373704,-2.028209266372036,False,2.076137629373,20,20,1.0,20.0,0.1099228478296555,2.1984569565931102,nonlinear_exponential_least_squares_positive_prefix,3.824235551646305,4.671719732934622,85,parametric_residual_positive_prefix,40556.0,13334.0,5.976772857283756,6.0,0.3287799585757964,277950.0,55.59,1.9586817896692887,2.346735792358111,2.576893152569524,0.3880540026888222,0.618211362900235,0.3880540026888222,0.618211362900235,0.6143621593677137,identified,koplenig_lz_longest_match_v6_ud_annotations,1.9586817896692887,282949.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,45992.0,0.6659201600278309,2.192750913202296,0.7709646492582846,2.292569281811085,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99994,19997,16581,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Czech,cs_cz,cs,ces,Eastern Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1898243051,loaded,cs_pdtc,73392108,20,standard_fixed_lag,10.017731978841246,1.7080419335725183,3.71001077732004,9.419035577597482,0.1061679820361258,10.71695,10.2,47712.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4313578669716251,4.062975095682299,identified,0.9827825364648876,0.0383495614298501,1.6040653017803497,-4.003722552168052,False,1.7448705869492824,20,20,1.0,20.0,0.1061679820361258,2.123359640722517,nonlinear_exponential_least_squares_positive_prefix,3.6410777824691896,4.365950719376909,54,parametric_residual_positive_prefix,64689.0,17885.0,5.3559801511849,5.0,0.2764766807339733,406162.0,81.2324,2.134199888226798,2.494460240308475,2.683269235626291,0.3602603520816769,0.549069347399493,0.3602603520816769,0.549069347399493,0.6038176776946489,identified,koplenig_lz_longest_match_v6_ud_annotations,2.134199888226798,411161.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,78079.0,0.7439644462659614,3.052882337120096,0.9919872430375964,3.331367424294257,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,96869,19995,16393,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Tajik,tg_tj,tg,tgk,Central Asia / Middle East / North Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1928542558,no_matching_treebank,,0,20,standard_fixed_lag,10.930600963116994,1.5622397963148682,1.5727867190188771,8.494220163002382,0.1177271110013868,13.51105,13.2,25500.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5696824353917226,4.839008029212672,identified,0.956490173424219,0.078809319506551,1.5333285965299737,-1.201669881196564,False,2.712179401060117,20,20,1.0,20.0,0.1177271110013868,2.3545422200277377,nonlinear_exponential_least_squares_positive_prefix,3.7889263909214943,5.518328830595799,126,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99985,19976,16889,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Thai,th_th,th,tha,South/Southeast Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1952465225,loaded,th_tud,717129,20,standard_fixed_lag,10.22433336306164,0.3450828213143617,0.3734684344795372,9.7885810786533,0.1021598525838209,11.59625,11.1,5197.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5406037682853275,5.29174381728643,identified,0.9968635548273054,0.0240786298806536,1.926490010130172,-3.7590953705473726,False,2.9755149698672594,20,20,1.0,20.0,0.1021598525838209,2.043197051676419,nonlinear_exponential_least_squares_positive_prefix,,,10,parametric_residual_positive_prefix,10019.0,7936.0,24.6415809961074,18.0,0.7920950194630203,254001.0,87.526188835286,2.289066502491686,2.384845370788113,4.812679849026325,0.0957788682964273,2.523613346534639,0.0957788682964273,2.523613346534639,0.963434697654622,identified,koplenig_lz_longest_match_v6_ud_annotations,2.289066502491686,256902.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,2902.0,62011.0,0.0050152392317492,0.0050152392317492,0.9375811473691282,2.485171462890592,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99972,19974,16466,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Tamil,ta_in,ta,tam,South Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1987505182,loaded,ta_ttb,263955,20,standard_fixed_lag,7.734254703572611,1.2282941548195403,1.231755041037138,9.657923442633248,0.1035419265787168,13.00245,12.36,19219.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.927763596876372,8.960269791494056,identified,0.9957427704410456,0.0312423005508779,1.8709309783980064,0.2541879802592088,False,5.33061364468653,20,20,1.0,20.0,0.1035419265787168,2.0708385315743367,nonlinear_exponential_least_squares_positive_prefix,8.253823734489371,9.299730610262964,134,parametric_residual_positive_prefix,5165.0,2705.0,7.85188770571152,7.0,0.5237173281703775,45320.0,113.3,1.6748309538191068,2.002855563865316,2.513286346904633,0.3280246100462092,0.8384553930855261,0.3280246100462092,0.8384553930855261,0.7187910558556193,identified,koplenig_lz_longest_match_v6_ud_annotations,1.6748309538191068,45719.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,400.0,6329.0,0.8702796650339706,3.313477642597567,0.8258440556401092,2.5950413223140494,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,100000,19978,17045,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Finnish,fi_fi,fi,fin,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,1988967430,loaded,fi_tdt,3412203,20,standard_fixed_lag,8.808560817992852,1.3084683713749288,3.697241075514385,9.833506541272673,0.1016931239942591,11.69115,11.22,51870.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5151617522160551,5.065846460230069,identified,0.954377549260356,0.0619695928518944,1.6223664902739363,-2.5537687668922846,False,1.9303419326215552,20,20,1.0,20.0,0.1016931239942591,2.0338624798851828,nonlinear_exponential_least_squares_positive_prefix,4.022439370951654,5.7892989790088665,138,parametric_residual_positive_prefix,54153.0,21522.0,6.846896755489078,6.0,0.3974295052905656,419933.0,83.9866,2.188162476765536,2.2888845117291616,3.257075184408269,0.1007220349636259,1.0689127076427334,0.1007220349636259,1.0689127076427334,0.9138859070318126,identified,koplenig_lz_longest_match_v6_ud_annotations,2.188162476765536,424932.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,64095.0,0.6826741555503549,2.3467353147671424,0.9901174927014244,3.1227684237245112,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,100000,19987,16709,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Italian,it_it,it,ita,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2036028388,loaded,it_isdt,4368800,20,standard_fixed_lag,8.39993279592276,2.195438399527417,4.816062252284434,11.258561312840309,0.0888212953869609,10.77765,10.38,62287.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6001733528933706,6.757088491882955,identified,0.9634526088755324,0.0597544357545936,1.6718923216390802,-1.8951248162105965,False,2.338399838123425,20,20,1.0,20.0,0.0888212953869609,1.7764259077392195,nonlinear_exponential_least_squares_positive_prefix,5.549313418880207,7.073988764598964,137,parametric_residual_positive_prefix,85175.0,15755.0,5.034376284120928,5.0,0.1849721162312885,508978.0,101.7956,1.9436809410981248,2.2441224445576147,2.46663275993732,0.3004415034594898,0.5229518188391951,0.3004415034594898,0.5229518188391951,0.6351178770545032,identified,koplenig_lz_longest_match_v6_ud_annotations,1.9436809410981248,513977.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,105572.0,0.6072159284658811,1.691395445762134,0.987503768793377,3.394085829057789,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99977,19988,17004,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Gujarati,gu_in,gu,guj,South Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2067372281,no_matching_treebank,,0,20,standard_fixed_lag,9.225792698897587,1.957899957648749,1.959993365507402,9.552944700215944,0.1046797643429669,10.34995,9.9,24343.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5980859041118722,5.713481567959371,identified,0.994133948818949,0.0282913760491707,1.7157175765882748,-1.7493132141349317,False,2.779048514429217,20,20,1.0,20.0,0.1046797643429669,2.0935952868593386,nonlinear_exponential_least_squares_positive_prefix,5.200805612435708,5.95270927094715,139,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,94441,19945,16418,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Vietnamese,vi_vn,vi,vie,South/Southeast Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2073226755,loaded,vi_vtb,381898,20,standard_fixed_lag,10.244612079332445,2.664278704910512,2.852794006398279,9.194716102943634,0.1087581159444233,10.9717,10.47,37560.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",1.1188520028369358,10.287526527295508,identified,0.9758127026133072,0.077775716409383,1.5663734441641393,0.366463225855259,False,6.921712169531865,20,20,1.0,20.0,0.1087581159444233,2.175162318888467,nonlinear_exponential_least_squares_positive_prefix,8.265502208505199,11.464352135402146,132,parametric_residual_positive_prefix,22002.0,2817.0,3.308790109990001,3.0,0.1280338151077174,93402.0,66.71571428571428,2.162571057666961,2.533827127373854,2.4742486119399905,0.3712560697068934,0.3116775542730297,0.3712560697068934,0.3116775542730297,0.4563804494742411,identified,koplenig_lz_longest_match_v6_ud_annotations,2.162571057666961,94801.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,1400.0,20215.0,0.0,0.0,0.9859562375515796,2.7714589423332447,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,97203,19988,16652,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Polish,pl_pl,pl,pol,Eastern Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2084221264,loaded,pl_pdb,6110709,20,standard_fixed_lag,9.790744060820176,1.5874281838378788,3.650876451771442,9.532185424372804,0.1049077368389314,11.5979,11.13,50811.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4998216582711093,4.764392725757713,identified,0.970143423785916,0.0538038121358139,1.602266820878759,-2.774119445556724,False,2.044810807928682,20,20,1.0,20.0,0.1049077368389314,2.0981547367786284,nonlinear_exponential_least_squares_positive_prefix,4.267222704947871,5.241001939772042,116,parametric_residual_positive_prefix,44148.0,14914.0,5.695025822234303,6.0,0.3378182477122406,290572.0,58.1144,2.0589218097651245,2.3692495973061125,2.64672358630064,0.310327787540988,0.5878017765355148,0.310327787540988,0.5878017765355148,0.6544732520189546,identified,koplenig_lz_longest_match_v6_ud_annotations,2.0589218097651245,295571.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,52872.0,0.9467582085035556,3.232296867907399,0.9999129113362808,2.65161263368984,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99982,20000,16809,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Indonesian,id_id,id,ind,South/Southeast Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2088548256,loaded,id_gsd,2302664,20,standard_fixed_lag,8.501567702283872,1.5216568754356268,3.611470676092801,9.077898370340868,0.1101576553519458,12.55375,12.0,54405.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.722974840192926,6.563092123584813,identified,0.9221663974712572,0.0921155859661667,1.5109733327987631,-0.2047562423202007,False,2.8419936369210594,20,20,1.0,20.0,0.1101576553519458,2.2031531070389168,nonlinear_exponential_least_squares_positive_prefix,4.777573896496814,8.854907188734265,134,parametric_residual_positive_prefix,82878.0,19015.0,5.889210646975072,6.0,0.2294336253287965,566483.0,126.41887971434949,1.9308035938965955,2.220596246598008,2.473159999238154,0.2897926527014125,0.5423564053415586,0.2897926527014125,0.5423564053415586,0.6517539136763068,identified,koplenig_lz_longest_match_v6_ud_annotations,1.9308035938965955,570963.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,4481.0,97599.0,0.3965409481654525,0.4592670006864824,0.9675954190417642,3.117173908374321,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99991,19990,16733,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Kyrgyz,ky_kg,ky,kir,Central Asia / Middle East / North Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2116042903,loaded,ky_ktmu,265640,20,standard_fixed_lag,10.183900375657064,1.4192999479672053,1.4306909111364243,9.223516010631569,0.108418524871355,11.8515,11.34,20347.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6310826982736453,5.820801371559536,identified,0.975719242811666,0.062578683095923,1.6474127495662287,-1.2053244762125614,False,3.1375409190625887,20,20,1.0,20.0,0.108418524871355,2.168370497427101,nonlinear_exponential_least_squares_positive_prefix,4.735721555715914,6.409472793294497,138,parametric_residual_positive_prefix,10866.0,4257.0,6.837014540769372,6.0,0.3917725013804528,83849.0,64.10474006116208,1.6009412779060794,2.0970903993083048,2.1274603876783766,0.4961491214022253,0.5265191097722972,0.4961491214022253,0.5265191097722972,0.5148484070611993,identified,koplenig_lz_longest_match_v6_ud_annotations,1.6009412779060794,85156.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,1308.0,12357.0,0.758355587925872,2.6353483855304685,0.7598732289719119,1.925332609285908,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99992,19993,16445,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Azerbaijani,az_az,az,aze,Central Asia / Middle East / North Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2121760410,no_matching_treebank,,0,20,standard_fixed_lag,7.811279539192296,1.4826442348815327,2.8236864896073905,9.300623877341543,0.1075196689155691,12.4704,12.0,42255.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5082858159728887,4.727375196551479,identified,0.9897689976860492,0.0327057273510969,1.927687501255764,-3.3470205075246007,False,2.1295316173336154,20,20,1.0,20.0,0.1075196689155691,2.150393378311384,nonlinear_exponential_least_squares_positive_prefix,,,3,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99998,19996,16799,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
